img_path,species,origin,pet_id,img_id,num_images
pets_rs_imgs/desaparecido/cao/957_3.png,cao,desaparecido,957,3,3
pets_rs_imgs/desaparecido/cao/983.png,cao,desaparecido,983,1,2
pets_rs_imgs/desaparecido/cao/983_2.png,cao,desaparecido,983,2,2
pets_rs_imgs/desaparecido/cao/997.png,cao,desaparecido,997,1,3
pets_rs_imgs/desaparecido/cao/997_2.png,cao,desaparecido,997,2,3
pets_rs_imgs/desaparecido/cao/997_3.png,cao,desaparecido,997,3,3
pets_rs_imgs/desaparecido/cao/1017.png,cao,desaparecido,1017,1,2
pets_rs_imgs/desaparecido/cao/1017_2.png,cao,desaparecido,1017,2,2
pets_rs_imgs/desaparecido/cao/1086.png,cao,desaparecido,1086,1,4
pets_rs_imgs/desaparecido/cao/1086_2.png,cao,desaparecido,1086,2,4
pets_rs_imgs/desaparecido/cao/1086_3.png,cao,desaparecido,1086,3,4
pets_rs_imgs/desaparecido/cao/1086_4.png,cao,desaparecido,1086,4,4
pets_rs_imgs/desaparecido/cao/1096.png,cao,desaparecido,1096,1,3
pets_rs_imgs/desaparecido/cao/1096_2.png,cao,desaparecido,1096,2,3
pets_rs_imgs/desaparecido/cao/1096_3.png,cao,desaparecido,1096,3,3
pets_rs_imgs/desaparecido/cao/1103.png,cao,desaparecido,1103,1,2
pets_rs_imgs/desaparecido/cao/1103_2.png,cao,desaparecido,1103,2,2
pets_rs_imgs/desaparecido/cao/1136.png,cao,desaparecido,1136,1,2
pets_rs_imgs/desaparecido/cao/1136_2.png,cao,desaparecido,1136,2,2
pets_rs_imgs/desaparecido/cao/1143.png,cao,desaparecido,1143,1,2
pets_rs_imgs/desaparecido/cao/1143_2.png,cao,desaparecido,1143,2,2
pets_rs_imgs/desaparecido/cao/1183.png,cao,desaparecido,1183,1,2
pets_rs_imgs/desaparecido/cao/1183_2.png,cao,desaparecido,1183,2,2
pets_rs_imgs/desaparecido/cao/1357.png,cao,desaparecido,1357,1,3
pets_rs_imgs/desaparecido/cao/1357_2.png,cao,desaparecido,1357,2,3
pets_rs_imgs/desaparecido/cao/1357_3.png,cao,desaparecido,1357,3,3
pets_rs_imgs/desaparecido/cao/1388.png,cao,desaparecido,1388,1,2
pets_rs_imgs/desaparecido/cao/1388_2.png,cao,desaparecido,1388,2,2
pets_rs_imgs/desaparecido/cao/1390.png,cao,desaparecido,1390,1,3
pets_rs_imgs/desaparecido/cao/1390_2.png,cao,desaparecido,1390,2,3
pets_rs_imgs/desaparecido/cao/1390_3.png,cao,desaparecido,1390,3,3
pets_rs_imgs/desaparecido/cao/1396.png,cao,desaparecido,1396,1,2
pets_rs_imgs/desaparecido/cao/1396_2.png,cao,desaparecido,1396,2,2
pets_rs_imgs/desaparecido/cao/1398.png,cao,desaparecido,1398,1,2
pets_rs_imgs/desaparecido/cao/1398_2.png,cao,desaparecido,1398,2,2
pets_rs_imgs/desaparecido/cao/1399.png,cao,desaparecido,1399,1,4
pets_rs_imgs/desaparecido/cao/1399_2.png,cao,desaparecido,1399,2,4
pets_rs_imgs/desaparecido/cao/1399_3.png,cao,desaparecido,1399,3,4
pets_rs_imgs/desaparecido/cao/1399_4.png,cao,desaparecido,1399,4,4
pets_rs_imgs/desaparecido/cao/1400.png,cao,desaparecido,1400,1,4
pets_rs_imgs/desaparecido/cao/1400_2.png,cao,desaparecido,1400,2,4
pets_rs_imgs/desaparecido/cao/1400_3.png,cao,desaparecido,1400,3,4
pets_rs_imgs/desaparecido/cao/1400_4.png,cao,desaparecido,1400,4,4
pets_rs_imgs/desaparecido/cao/1401.png,cao,desaparecido,1401,1,2
pets_rs_imgs/desaparecido/cao/1401_2.png,cao,desaparecido,1401,2,2
pets_rs_imgs/desaparecido/cao/1428.png,cao,desaparecido,1428,1,2
pets_rs_imgs/desaparecido/cao/1428_2.png,cao,desaparecido,1428,2,2
pets_rs_imgs/desaparecido/cao/1431.png,cao,desaparecido,1431,1,3
pets_rs_imgs/desaparecido/cao/1431_2.png,cao,desaparecido,1431,2,3
pets_rs_imgs/desaparecido/cao/1431_3.png,cao,desaparecido,1431,3,3
pets_rs_imgs/desaparecido/cao/1467.png,cao,desaparecido,1467,1,3
pets_rs_imgs/desaparecido/cao/1467_2.png,cao,desaparecido,1467,2,3
pets_rs_imgs/desaparecido/cao/1467_3.png,cao,desaparecido,1467,3,3
pets_rs_imgs/desaparecido/cao/1506.png,cao,desaparecido,1506,1,3
pets_rs_imgs/desaparecido/cao/1506_2.png,cao,desaparecido,1506,2,3
pets_rs_imgs/desaparecido/cao/1506_3.png,cao,desaparecido,1506,3,3
pets_rs_imgs/desaparecido/cao/1571.png,cao,desaparecido,1571,1,2
pets_rs_imgs/desaparecido/cao/1571_2.png,cao,desaparecido,1571,2,2
pets_rs_imgs/desaparecido/cao/1577.png,cao,desaparecido,1577,1,3
pets_rs_imgs/desaparecido/cao/1577_2.png,cao,desaparecido,1577,2,3
pets_rs_imgs/desaparecido/cao/1577_3.png,cao,desaparecido,1577,3,3
pets_rs_imgs/desaparecido/cao/1594.png,cao,desaparecido,1594,1,2
pets_rs_imgs/desaparecido/cao/1594_2.png,cao,desaparecido,1594,2,2
pets_rs_imgs/desaparecido/cao/1623.png,cao,desaparecido,1623,1,4
pets_rs_imgs/desaparecido/cao/1623_2.png,cao,desaparecido,1623,2,4
pets_rs_imgs/desaparecido/cao/1623_3.png,cao,desaparecido,1623,3,4
pets_rs_imgs/desaparecido/cao/1623_4.png,cao,desaparecido,1623,4,4
pets_rs_imgs/desaparecido/cao/1628.png,cao,desaparecido,1628,1,3
pets_rs_imgs/desaparecido/cao/1628_2.png,cao,desaparecido,1628,2,3
pets_rs_imgs/desaparecido/cao/1628_3.png,cao,desaparecido,1628,3,3
pets_rs_imgs/desaparecido/cao/1648.png,cao,desaparecido,1648,1,3
pets_rs_imgs/desaparecido/cao/1648_2.png,cao,desaparecido,1648,2,3
pets_rs_imgs/desaparecido/cao/1648_3.png,cao,desaparecido,1648,3,3
pets_rs_imgs/desaparecido/cao/1653.png,cao,desaparecido,1653,1,2
pets_rs_imgs/desaparecido/cao/1653_2.png,cao,desaparecido,1653,2,2
pets_rs_imgs/desaparecido/cao/1682.png,cao,desaparecido,1682,1,2
pets_rs_imgs/desaparecido/cao/1682_2.png,cao,desaparecido,1682,2,2
pets_rs_imgs/desaparecido/cao/1741.png,cao,desaparecido,1741,1,2
pets_rs_imgs/desaparecido/cao/1741_2.png,cao,desaparecido,1741,2,2
pets_rs_imgs/desaparecido/cao/1744.png,cao,desaparecido,1744,1,2
pets_rs_imgs/desaparecido/cao/1744_2.png,cao,desaparecido,1744,2,2
pets_rs_imgs/desaparecido/cao/1750.png,cao,desaparecido,1750,1,5
pets_rs_imgs/desaparecido/cao/1750_2.png,cao,desaparecido,1750,2,5
pets_rs_imgs/desaparecido/cao/1750_3.png,cao,desaparecido,1750,3,5
pets_rs_imgs/desaparecido/cao/1750_4.png,cao,desaparecido,1750,4,5
pets_rs_imgs/desaparecido/cao/1750_5.png,cao,desaparecido,1750,5,5
pets_rs_imgs/desaparecido/cao/1751.png,cao,desaparecido,1751,1,2
pets_rs_imgs/desaparecido/cao/1751_2.png,cao,desaparecido,1751,2,2
pets_rs_imgs/desaparecido/cao/1756.png,cao,desaparecido,1756,1,2
pets_rs_imgs/desaparecido/cao/1756_2.png,cao,desaparecido,1756,2,2
pets_rs_imgs/desaparecido/cao/1758.png,cao,desaparecido,1758,1,2
pets_rs_imgs/desaparecido/cao/1758_2.png,cao,desaparecido,1758,2,2
pets_rs_imgs/desaparecido/cao/1768.png,cao,desaparecido,1768,1,2
pets_rs_imgs/desaparecido/cao/1768_2.png,cao,desaparecido,1768,2,2
pets_rs_imgs/desaparecido/cao/1777.png,cao,desaparecido,1777,1,5
pets_rs_imgs/desaparecido/cao/1777_2.png,cao,desaparecido,1777,2,5
pets_rs_imgs/desaparecido/cao/1777_3.png,cao,desaparecido,1777,3,5
pets_rs_imgs/desaparecido/cao/1777_4.png,cao,desaparecido,1777,4,5
pets_rs_imgs/desaparecido/cao/1777_5.png,cao,desaparecido,1777,5,5
pets_rs_imgs/desaparecido/cao/1778.png,cao,desaparecido,1778,1,2
pets_rs_imgs/desaparecido/cao/1778_2.png,cao,desaparecido,1778,2,2
pets_rs_imgs/desaparecido/cao/1779.png,cao,desaparecido,1779,1,3
pets_rs_imgs/desaparecido/cao/1779_2.png,cao,desaparecido,1779,2,3
pets_rs_imgs/desaparecido/cao/1779_3.png,cao,desaparecido,1779,3,3
pets_rs_imgs/desaparecido/cao/1782.png,cao,desaparecido,1782,1,2
pets_rs_imgs/desaparecido/cao/1782_2.png,cao,desaparecido,1782,2,2
pets_rs_imgs/desaparecido/cao/1796.png,cao,desaparecido,1796,1,2
pets_rs_imgs/desaparecido/cao/1796_2.png,cao,desaparecido,1796,2,2
pets_rs_imgs/desaparecido/cao/1804.png,cao,desaparecido,1804,1,2
pets_rs_imgs/desaparecido/cao/1804_2.png,cao,desaparecido,1804,2,2
pets_rs_imgs/desaparecido/cao/1813.png,cao,desaparecido,1813,1,2
pets_rs_imgs/desaparecido/cao/1813_2.png,cao,desaparecido,1813,2,2
pets_rs_imgs/desaparecido/cao/1819.png,cao,desaparecido,1819,1,2
pets_rs_imgs/desaparecido/cao/1819_2.png,cao,desaparecido,1819,2,2
pets_rs_imgs/desaparecido/cao/1820.png,cao,desaparecido,1820,1,2
pets_rs_imgs/desaparecido/cao/1820_2.png,cao,desaparecido,1820,2,2
pets_rs_imgs/desaparecido/cao/1827.png,cao,desaparecido,1827,1,2
pets_rs_imgs/desaparecido/cao/1827_2.png,cao,desaparecido,1827,2,2
pets_rs_imgs/desaparecido/cao/1844.png,cao,desaparecido,1844,1,2
pets_rs_imgs/desaparecido/cao/1844_2.png,cao,desaparecido,1844,2,2
pets_rs_imgs/desaparecido/cao/1860.png,cao,desaparecido,1860,1,2
pets_rs_imgs/desaparecido/cao/1860_2.png,cao,desaparecido,1860,2,2
pets_rs_imgs/desaparecido/cao/1870.png,cao,desaparecido,1870,1,2
pets_rs_imgs/desaparecido/cao/1870_2.png,cao,desaparecido,1870,2,2
pets_rs_imgs/desaparecido/cao/1887.png,cao,desaparecido,1887,1,2
pets_rs_imgs/desaparecido/cao/1887_2.png,cao,desaparecido,1887,2,2
pets_rs_imgs/desaparecido/cao/1898.png,cao,desaparecido,1898,1,2
pets_rs_imgs/desaparecido/cao/1898_2.png,cao,desaparecido,1898,2,2
pets_rs_imgs/desaparecido/cao/1904.png,cao,desaparecido,1904,1,2
pets_rs_imgs/desaparecido/cao/1904_2.png,cao,desaparecido,1904,2,2
pets_rs_imgs/desaparecido/cao/1908.png,cao,desaparecido,1908,1,5
pets_rs_imgs/desaparecido/cao/1908_2.png,cao,desaparecido,1908,2,5
pets_rs_imgs/desaparecido/cao/1908_3.png,cao,desaparecido,1908,3,5
pets_rs_imgs/desaparecido/cao/1908_4.png,cao,desaparecido,1908,4,5
pets_rs_imgs/desaparecido/cao/1908_5.png,cao,desaparecido,1908,5,5
pets_rs_imgs/desaparecido/cao/1961.png,cao,desaparecido,1961,1,2
pets_rs_imgs/desaparecido/cao/1961_2.png,cao,desaparecido,1961,2,2
pets_rs_imgs/desaparecido/cao/1967.png,cao,desaparecido,1967,1,3
pets_rs_imgs/desaparecido/cao/1967_2.png,cao,desaparecido,1967,2,3
pets_rs_imgs/desaparecido/cao/1967_3.png,cao,desaparecido,1967,3,3
pets_rs_imgs/desaparecido/cao/3313.png,cao,desaparecido,3313,1,2
pets_rs_imgs/desaparecido/cao/3313_2.png,cao,desaparecido,3313,2,2
pets_rs_imgs/desaparecido/cao/3314.png,cao,desaparecido,3314,1,2
pets_rs_imgs/desaparecido/cao/3314_2.png,cao,desaparecido,3314,2,2
pets_rs_imgs/desaparecido/cao/3315.png,cao,desaparecido,3315,1,2
pets_rs_imgs/desaparecido/cao/3315_2.png,cao,desaparecido,3315,2,2
pets_rs_imgs/desaparecido/cao/3322.png,cao,desaparecido,3322,1,3
pets_rs_imgs/desaparecido/cao/3322_2.png,cao,desaparecido,3322,2,3
pets_rs_imgs/desaparecido/cao/3322_3.png,cao,desaparecido,3322,3,3
pets_rs_imgs/desaparecido/cao/3323.png,cao,desaparecido,3323,1,3
pets_rs_imgs/desaparecido/cao/3323_2.png,cao,desaparecido,3323,2,3
pets_rs_imgs/desaparecido/cao/3323_3.png,cao,desaparecido,3323,3,3
pets_rs_imgs/desaparecido/cao/3324.png,cao,desaparecido,3324,1,4
pets_rs_imgs/desaparecido/cao/3324_2.png,cao,desaparecido,3324,2,4
pets_rs_imgs/desaparecido/cao/3324_3.png,cao,desaparecido,3324,3,4
pets_rs_imgs/desaparecido/cao/3324_4.png,cao,desaparecido,3324,4,4
pets_rs_imgs/desaparecido/cao/3325.png,cao,desaparecido,3325,1,2
pets_rs_imgs/desaparecido/cao/3325_2.png,cao,desaparecido,3325,2,2
pets_rs_imgs/desaparecido/cao/3331.png,cao,desaparecido,3331,1,2
pets_rs_imgs/desaparecido/cao/3331_2.png,cao,desaparecido,3331,2,2
pets_rs_imgs/desaparecido/cao/3332.png,cao,desaparecido,3332,1,5
pets_rs_imgs/desaparecido/cao/3332_2.png,cao,desaparecido,3332,2,5
pets_rs_imgs/desaparecido/cao/3332_3.png,cao,desaparecido,3332,3,5
pets_rs_imgs/desaparecido/cao/3332_4.png,cao,desaparecido,3332,4,5
pets_rs_imgs/desaparecido/cao/3332_5.png,cao,desaparecido,3332,5,5
pets_rs_imgs/desaparecido/cao/3335.png,cao,desaparecido,3335,1,2
pets_rs_imgs/desaparecido/cao/3335_2.png,cao,desaparecido,3335,2,2
pets_rs_imgs/desaparecido/cao/3337.png,cao,desaparecido,3337,1,2
pets_rs_imgs/desaparecido/cao/3337_2.png,cao,desaparecido,3337,2,2
pets_rs_imgs/desaparecido/cao/3348.png,cao,desaparecido,3348,1,2
pets_rs_imgs/desaparecido/cao/3348_2.png,cao,desaparecido,3348,2,2
pets_rs_imgs/desaparecido/cao/3383.png,cao,desaparecido,3383,1,4
pets_rs_imgs/desaparecido/cao/3383_2.png,cao,desaparecido,3383,2,4
pets_rs_imgs/desaparecido/cao/3383_3.png,cao,desaparecido,3383,3,4
pets_rs_imgs/desaparecido/cao/3383_4.png,cao,desaparecido,3383,4,4
pets_rs_imgs/desaparecido/cao/3403.png,cao,desaparecido,3403,1,4
pets_rs_imgs/desaparecido/cao/3403_2.png,cao,desaparecido,3403,2,4
pets_rs_imgs/desaparecido/cao/3403_3.png,cao,desaparecido,3403,3,4
pets_rs_imgs/desaparecido/cao/3403_4.png,cao,desaparecido,3403,4,4
pets_rs_imgs/desaparecido/cao/3427.png,cao,desaparecido,3427,1,2
pets_rs_imgs/desaparecido/cao/3427_2.png,cao,desaparecido,3427,2,2
pets_rs_imgs/desaparecido/cao/3528.png,cao,desaparecido,3528,1,3
pets_rs_imgs/desaparecido/cao/3528_2.png,cao,desaparecido,3528,2,3
pets_rs_imgs/desaparecido/cao/3528_3.png,cao,desaparecido,3528,3,3
pets_rs_imgs/desaparecido/cao/3561.png,cao,desaparecido,3561,1,4
pets_rs_imgs/desaparecido/cao/3561_2.png,cao,desaparecido,3561,2,4
pets_rs_imgs/desaparecido/cao/3561_3.png,cao,desaparecido,3561,3,4
pets_rs_imgs/desaparecido/cao/3561_4.png,cao,desaparecido,3561,4,4
pets_rs_imgs/desaparecido/cao/3569.png,cao,desaparecido,3569,1,4
pets_rs_imgs/desaparecido/cao/3569_2.png,cao,desaparecido,3569,2,4
pets_rs_imgs/desaparecido/cao/3569_3.png,cao,desaparecido,3569,3,4
pets_rs_imgs/desaparecido/cao/3569_4.png,cao,desaparecido,3569,4,4
pets_rs_imgs/desaparecido/cao/3587.png,cao,desaparecido,3587,1,3
pets_rs_imgs/desaparecido/cao/3587_2.png,cao,desaparecido,3587,2,3
pets_rs_imgs/desaparecido/cao/3587_3.png,cao,desaparecido,3587,3,3
pets_rs_imgs/desaparecido/cao/3655.png,cao,desaparecido,3655,1,4
pets_rs_imgs/desaparecido/cao/3655_2.png,cao,desaparecido,3655,2,4
pets_rs_imgs/desaparecido/cao/3655_3.png,cao,desaparecido,3655,3,4
pets_rs_imgs/desaparecido/cao/3655_4.png,cao,desaparecido,3655,4,4
pets_rs_imgs/desaparecido/cao/3670.png,cao,desaparecido,3670,1,4
pets_rs_imgs/desaparecido/cao/3670_2.png,cao,desaparecido,3670,2,4
pets_rs_imgs/desaparecido/cao/3670_3.png,cao,desaparecido,3670,3,4
pets_rs_imgs/desaparecido/cao/3670_4.png,cao,desaparecido,3670,4,4
pets_rs_imgs/desaparecido/cao/3767.png,cao,desaparecido,3767,1,2
pets_rs_imgs/desaparecido/cao/3767_2.png,cao,desaparecido,3767,2,2
pets_rs_imgs/desaparecido/cao/3802.png,cao,desaparecido,3802,1,11
pets_rs_imgs/desaparecido/cao/3802_2.png,cao,desaparecido,3802,2,11
pets_rs_imgs/desaparecido/cao/3802_3.png,cao,desaparecido,3802,3,11
pets_rs_imgs/desaparecido/cao/3802_4.png,cao,desaparecido,3802,4,11
pets_rs_imgs/desaparecido/cao/3802_5.png,cao,desaparecido,3802,5,11
pets_rs_imgs/desaparecido/cao/3802_6.png,cao,desaparecido,3802,6,11
pets_rs_imgs/desaparecido/cao/3802_7.png,cao,desaparecido,3802,7,11
pets_rs_imgs/desaparecido/cao/3802_8.png,cao,desaparecido,3802,8,11
pets_rs_imgs/desaparecido/cao/3802_9.png,cao,desaparecido,3802,9,11
pets_rs_imgs/desaparecido/cao/3802_10.png,cao,desaparecido,3802,10,11
pets_rs_imgs/desaparecido/cao/3802_11.png,cao,desaparecido,3802,11,11
pets_rs_imgs/desaparecido/cao/3852.png,cao,desaparecido,3852,1,3
pets_rs_imgs/desaparecido/cao/3852_2.png,cao,desaparecido,3852,2,3
pets_rs_imgs/desaparecido/cao/3852_3.png,cao,desaparecido,3852,3,3
pets_rs_imgs/desaparecido/cao/3861.png,cao,desaparecido,3861,1,3
pets_rs_imgs/desaparecido/cao/3861_2.png,cao,desaparecido,3861,2,3
pets_rs_imgs/desaparecido/cao/3861_3.png,cao,desaparecido,3861,3,3
pets_rs_imgs/desaparecido/cao/3864.png,cao,desaparecido,3864,1,2
pets_rs_imgs/desaparecido/cao/3864_2.png,cao,desaparecido,3864,2,2
pets_rs_imgs/desaparecido/cao/3893.png,cao,desaparecido,3893,1,3
pets_rs_imgs/desaparecido/cao/3893_2.png,cao,desaparecido,3893,2,3
pets_rs_imgs/desaparecido/cao/3893_3.png,cao,desaparecido,3893,3,3
pets_rs_imgs/desaparecido/cao/3931.png,cao,desaparecido,3931,1,2
pets_rs_imgs/desaparecido/cao/3931_2.png,cao,desaparecido,3931,2,2
pets_rs_imgs/desaparecido/cao/3972.png,cao,desaparecido,3972,1,3
pets_rs_imgs/desaparecido/cao/3972_2.png,cao,desaparecido,3972,2,3
pets_rs_imgs/desaparecido/cao/3972_3.png,cao,desaparecido,3972,3,3
pets_rs_imgs/desaparecido/cao/3986.png,cao,desaparecido,3986,1,2
pets_rs_imgs/desaparecido/cao/3986_2.png,cao,desaparecido,3986,2,2
pets_rs_imgs/desaparecido/cao/3990.png,cao,desaparecido,3990,1,2
pets_rs_imgs/desaparecido/cao/3990_2.png,cao,desaparecido,3990,2,2
pets_rs_imgs/desaparecido/cao/3995.png,cao,desaparecido,3995,1,3
pets_rs_imgs/desaparecido/cao/3995_2.png,cao,desaparecido,3995,2,3
pets_rs_imgs/desaparecido/cao/3995_3.png,cao,desaparecido,3995,3,3
pets_rs_imgs/desaparecido/cao/3998.png,cao,desaparecido,3998,1,3
pets_rs_imgs/desaparecido/cao/3998_2.png,cao,desaparecido,3998,2,3
pets_rs_imgs/desaparecido/cao/3998_3.png,cao,desaparecido,3998,3,3
pets_rs_imgs/desaparecido/cao/4008.png,cao,desaparecido,4008,1,4
pets_rs_imgs/desaparecido/cao/4008_2.png,cao,desaparecido,4008,2,4
pets_rs_imgs/desaparecido/cao/4008_3.png,cao,desaparecido,4008,3,4
pets_rs_imgs/desaparecido/cao/4008_4.png,cao,desaparecido,4008,4,4
pets_rs_imgs/desaparecido/cao/4019.png,cao,desaparecido,4019,1,2
pets_rs_imgs/desaparecido/cao/4019_2.png,cao,desaparecido,4019,2,2
pets_rs_imgs/desaparecido/cao/4034.png,cao,desaparecido,4034,1,2
pets_rs_imgs/desaparecido/cao/4034_2.png,cao,desaparecido,4034,2,2
pets_rs_imgs/desaparecido/cao/4037.png,cao,desaparecido,4037,1,3
pets_rs_imgs/desaparecido/cao/4037_2.png,cao,desaparecido,4037,2,3
pets_rs_imgs/desaparecido/cao/4037_3.png,cao,desaparecido,4037,3,3
pets_rs_imgs/desaparecido/cao/4057.png,cao,desaparecido,4057,1,6
pets_rs_imgs/desaparecido/cao/4057_2.png,cao,desaparecido,4057,2,6
pets_rs_imgs/desaparecido/cao/4057_3.png,cao,desaparecido,4057,3,6
pets_rs_imgs/desaparecido/cao/4057_4.png,cao,desaparecido,4057,4,6
pets_rs_imgs/desaparecido/cao/4057_5.png,cao,desaparecido,4057,5,6
pets_rs_imgs/desaparecido/cao/4057_6.png,cao,desaparecido,4057,6,6
pets_rs_imgs/desaparecido/cao/4058.png,cao,desaparecido,4058,1,5
pets_rs_imgs/desaparecido/cao/4058_2.png,cao,desaparecido,4058,2,5
pets_rs_imgs/desaparecido/cao/4058_3.png,cao,desaparecido,4058,3,5
pets_rs_imgs/desaparecido/cao/4058_4.png,cao,desaparecido,4058,4,5
pets_rs_imgs/desaparecido/cao/4058_5.png,cao,desaparecido,4058,5,5
pets_rs_imgs/desaparecido/cao/4061.png,cao,desaparecido,4061,1,7
pets_rs_imgs/desaparecido/cao/4061_2.png,cao,desaparecido,4061,2,7
pets_rs_imgs/desaparecido/cao/4061_3.png,cao,desaparecido,4061,3,7
pets_rs_imgs/desaparecido/cao/4061_4.png,cao,desaparecido,4061,4,7
pets_rs_imgs/desaparecido/cao/4061_5.png,cao,desaparecido,4061,5,7
pets_rs_imgs/desaparecido/cao/4061_6.png,cao,desaparecido,4061,6,7
pets_rs_imgs/desaparecido/cao/4061_7.png,cao,desaparecido,4061,7,7
pets_rs_imgs/desaparecido/cao/4077.png,cao,desaparecido,4077,1,3
pets_rs_imgs/desaparecido/cao/4077_2.png,cao,desaparecido,4077,2,3
