img_path,species,origin,pet_id,img_id,single_image
pets_rs_imgs/desaparecido/cao/182.png,cao,desaparecido,182,1,True
pets_rs_imgs/desaparecido/cao/183.png,cao,desaparecido,183,1,True
pets_rs_imgs/desaparecido/cao/184.png,cao,desaparecido,184,1,True
pets_rs_imgs/desaparecido/cao/189.png,cao,desaparecido,189,1,True
pets_rs_imgs/desaparecido/cao/197.png,cao,desaparecido,197,1,True
pets_rs_imgs/desaparecido/cao/205.png,cao,desaparecido,205,1,True
pets_rs_imgs/desaparecido/cao/211.png,cao,desaparecido,211,1,True
pets_rs_imgs/desaparecido/cao/220.png,cao,desaparecido,220,1,True
pets_rs_imgs/desaparecido/cao/221.png,cao,desaparecido,221,1,True
pets_rs_imgs/desaparecido/cao/225.png,cao,desaparecido,225,1,False
pets_rs_imgs/desaparecido/cao/225_2.png,cao,desaparecido,225,2,False
pets_rs_imgs/desaparecido/cao/236.png,cao,desaparecido,236,1,True
pets_rs_imgs/desaparecido/cao/247.png,cao,desaparecido,247,1,True
pets_rs_imgs/desaparecido/cao/263.png,cao,desaparecido,263,1,True
pets_rs_imgs/desaparecido/cao/264.png,cao,desaparecido,264,1,True
pets_rs_imgs/desaparecido/cao/267.png,cao,desaparecido,267,1,True
pets_rs_imgs/desaparecido/cao/274.png,cao,desaparecido,274,1,True
pets_rs_imgs/desaparecido/cao/288.png,cao,desaparecido,288,1,True
pets_rs_imgs/desaparecido/cao/289.png,cao,desaparecido,289,1,True
pets_rs_imgs/desaparecido/cao/291.png,cao,desaparecido,291,1,True
pets_rs_imgs/desaparecido/cao/297.png,cao,desaparecido,297,1,True
pets_rs_imgs/desaparecido/cao/298.png,cao,desaparecido,298,1,True
pets_rs_imgs/desaparecido/cao/301.png,cao,desaparecido,301,1,True
pets_rs_imgs/desaparecido/cao/312.png,cao,desaparecido,312,1,True
pets_rs_imgs/desaparecido/cao/321.png,cao,desaparecido,321,1,False
pets_rs_imgs/desaparecido/cao/321_2.png,cao,desaparecido,321,2,False
pets_rs_imgs/desaparecido/cao/325.png,cao,desaparecido,325,1,False
pets_rs_imgs/desaparecido/cao/325_2.png,cao,desaparecido,325,2,False
pets_rs_imgs/desaparecido/cao/327.png,cao,desaparecido,327,1,True
pets_rs_imgs/desaparecido/cao/328.png,cao,desaparecido,328,1,True
pets_rs_imgs/desaparecido/cao/331.png,cao,desaparecido,331,1,False
pets_rs_imgs/desaparecido/cao/331_2.png,cao,desaparecido,331,2,False
pets_rs_imgs/desaparecido/cao/335.png,cao,desaparecido,335,1,False
pets_rs_imgs/desaparecido/cao/335_2.png,cao,desaparecido,335,2,False
pets_rs_imgs/desaparecido/cao/335_3.png,cao,desaparecido,335,3,False
pets_rs_imgs/desaparecido/cao/335_4.png,cao,desaparecido,335,4,False
pets_rs_imgs/desaparecido/cao/336.png,cao,desaparecido,336,1,True
pets_rs_imgs/desaparecido/cao/338.png,cao,desaparecido,338,1,True
pets_rs_imgs/desaparecido/cao/339.png,cao,desaparecido,339,1,True
pets_rs_imgs/desaparecido/cao/341.png,cao,desaparecido,341,1,True
pets_rs_imgs/desaparecido/cao/342.png,cao,desaparecido,342,1,True
pets_rs_imgs/desaparecido/cao/343.png,cao,desaparecido,343,1,True
pets_rs_imgs/desaparecido/cao/344.png,cao,desaparecido,344,1,True
pets_rs_imgs/desaparecido/cao/345.png,cao,desaparecido,345,1,False
pets_rs_imgs/desaparecido/cao/345_2.png,cao,desaparecido,345,2,False
pets_rs_imgs/desaparecido/cao/346.png,cao,desaparecido,346,1,True
pets_rs_imgs/desaparecido/cao/347.png,cao,desaparecido,347,1,True
pets_rs_imgs/desaparecido/cao/348.png,cao,desaparecido,348,1,True
pets_rs_imgs/desaparecido/cao/376.png,cao,desaparecido,376,1,True
pets_rs_imgs/desaparecido/cao/381.png,cao,desaparecido,381,1,True
pets_rs_imgs/desaparecido/cao/398.png,cao,desaparecido,398,1,True
pets_rs_imgs/desaparecido/cao/399.png,cao,desaparecido,399,1,True
pets_rs_imgs/desaparecido/cao/402.png,cao,desaparecido,402,1,True
pets_rs_imgs/desaparecido/cao/408.png,cao,desaparecido,408,1,False
pets_rs_imgs/desaparecido/cao/408_2.png,cao,desaparecido,408,2,False
pets_rs_imgs/desaparecido/cao/410.png,cao,desaparecido,410,1,True
pets_rs_imgs/desaparecido/cao/417.png,cao,desaparecido,417,1,True
pets_rs_imgs/desaparecido/cao/418.png,cao,desaparecido,418,1,True
pets_rs_imgs/desaparecido/cao/423.png,cao,desaparecido,423,1,True
pets_rs_imgs/desaparecido/cao/424.png,cao,desaparecido,424,1,True
pets_rs_imgs/desaparecido/cao/426.png,cao,desaparecido,426,1,True
pets_rs_imgs/desaparecido/cao/429.png,cao,desaparecido,429,1,True
pets_rs_imgs/desaparecido/cao/430.png,cao,desaparecido,430,1,True
pets_rs_imgs/desaparecido/cao/436.png,cao,desaparecido,436,1,True
pets_rs_imgs/desaparecido/cao/438.png,cao,desaparecido,438,1,True
pets_rs_imgs/desaparecido/cao/440.png,cao,desaparecido,440,1,True
pets_rs_imgs/desaparecido/cao/447.png,cao,desaparecido,447,1,True
pets_rs_imgs/desaparecido/cao/469.png,cao,desaparecido,469,1,True
pets_rs_imgs/desaparecido/cao/470.png,cao,desaparecido,470,1,True
pets_rs_imgs/desaparecido/cao/471.png,cao,desaparecido,471,1,False
pets_rs_imgs/desaparecido/cao/471_2.png,cao,desaparecido,471,2,False
pets_rs_imgs/desaparecido/cao/472.png,cao,desaparecido,472,1,True
pets_rs_imgs/desaparecido/cao/473.png,cao,desaparecido,473,1,True
pets_rs_imgs/desaparecido/cao/485.png,cao,desaparecido,485,1,True
pets_rs_imgs/desaparecido/cao/487.png,cao,desaparecido,487,1,True
pets_rs_imgs/desaparecido/cao/489.png,cao,desaparecido,489,1,True
pets_rs_imgs/desaparecido/cao/494.png,cao,desaparecido,494,1,True
pets_rs_imgs/desaparecido/cao/504.png,cao,desaparecido,504,1,True
pets_rs_imgs/desaparecido/cao/514.png,cao,desaparecido,514,1,True
pets_rs_imgs/desaparecido/cao/516.png,cao,desaparecido,516,1,True
pets_rs_imgs/desaparecido/cao/523.png,cao,desaparecido,523,1,True
pets_rs_imgs/desaparecido/cao/530.png,cao,desaparecido,530,1,False
pets_rs_imgs/desaparecido/cao/530_2.png,cao,desaparecido,530,2,False
pets_rs_imgs/desaparecido/cao/538.png,cao,desaparecido,538,1,True
pets_rs_imgs/desaparecido/cao/544.png,cao,desaparecido,544,1,True
pets_rs_imgs/desaparecido/cao/549.png,cao,desaparecido,549,1,True
pets_rs_imgs/desaparecido/cao/554.png,cao,desaparecido,554,1,True
pets_rs_imgs/desaparecido/cao/556.png,cao,desaparecido,556,1,True
pets_rs_imgs/desaparecido/cao/567.png,cao,desaparecido,567,1,False
pets_rs_imgs/desaparecido/cao/567_2.png,cao,desaparecido,567,2,False
pets_rs_imgs/desaparecido/cao/574.png,cao,desaparecido,574,1,True
pets_rs_imgs/desaparecido/cao/580.png,cao,desaparecido,580,1,True
pets_rs_imgs/desaparecido/cao/582.png,cao,desaparecido,582,1,True
pets_rs_imgs/desaparecido/cao/591.png,cao,desaparecido,591,1,True
pets_rs_imgs/desaparecido/cao/592.png,cao,desaparecido,592,1,False
pets_rs_imgs/desaparecido/cao/592_2.png,cao,desaparecido,592,2,False
pets_rs_imgs/desaparecido/cao/593.png,cao,desaparecido,593,1,True
pets_rs_imgs/desaparecido/cao/594.png,cao,desaparecido,594,1,True
pets_rs_imgs/desaparecido/cao/619.png,cao,desaparecido,619,1,True
pets_rs_imgs/desaparecido/cao/624.png,cao,desaparecido,624,1,True
pets_rs_imgs/desaparecido/cao/698.png,cao,desaparecido,698,1,True
pets_rs_imgs/desaparecido/cao/699.png,cao,desaparecido,699,1,True
pets_rs_imgs/desaparecido/cao/702.png,cao,desaparecido,702,1,True
pets_rs_imgs/desaparecido/cao/704.png,cao,desaparecido,704,1,True
pets_rs_imgs/desaparecido/cao/710.png,cao,desaparecido,710,1,True
pets_rs_imgs/desaparecido/cao/712.png,cao,desaparecido,712,1,False
pets_rs_imgs/desaparecido/cao/712_2.png,cao,desaparecido,712,2,False
pets_rs_imgs/desaparecido/cao/712_3.png,cao,desaparecido,712,3,False
pets_rs_imgs/desaparecido/cao/712_4.png,cao,desaparecido,712,4,False
pets_rs_imgs/desaparecido/cao/713.png,cao,desaparecido,713,1,True
pets_rs_imgs/desaparecido/cao/715.png,cao,desaparecido,715,1,True
pets_rs_imgs/desaparecido/cao/726.png,cao,desaparecido,726,1,True
pets_rs_imgs/desaparecido/cao/732.png,cao,desaparecido,732,1,True
pets_rs_imgs/desaparecido/cao/733.png,cao,desaparecido,733,1,False
pets_rs_imgs/desaparecido/cao/733_2.png,cao,desaparecido,733,2,False
pets_rs_imgs/desaparecido/cao/734.png,cao,desaparecido,734,1,True
pets_rs_imgs/desaparecido/cao/736.png,cao,desaparecido,736,1,True
pets_rs_imgs/desaparecido/cao/743.png,cao,desaparecido,743,1,True
pets_rs_imgs/desaparecido/cao/746.png,cao,desaparecido,746,1,False
pets_rs_imgs/desaparecido/cao/746_2.png,cao,desaparecido,746,2,False
pets_rs_imgs/desaparecido/cao/746_3.png,cao,desaparecido,746,3,False
pets_rs_imgs/desaparecido/cao/748.png,cao,desaparecido,748,1,False
pets_rs_imgs/desaparecido/cao/748_2.png,cao,desaparecido,748,2,False
pets_rs_imgs/desaparecido/cao/749.png,cao,desaparecido,749,1,True
pets_rs_imgs/desaparecido/cao/750.png,cao,desaparecido,750,1,True
pets_rs_imgs/desaparecido/cao/751.png,cao,desaparecido,751,1,True
pets_rs_imgs/desaparecido/cao/753.png,cao,desaparecido,753,1,True
pets_rs_imgs/desaparecido/cao/754.png,cao,desaparecido,754,1,True
pets_rs_imgs/desaparecido/cao/756.png,cao,desaparecido,756,1,True
pets_rs_imgs/desaparecido/cao/758.png,cao,desaparecido,758,1,True
pets_rs_imgs/desaparecido/cao/759.png,cao,desaparecido,759,1,False
pets_rs_imgs/desaparecido/cao/759_2.png,cao,desaparecido,759,2,False
pets_rs_imgs/desaparecido/cao/761.png,cao,desaparecido,761,1,True
pets_rs_imgs/desaparecido/cao/763.png,cao,desaparecido,763,1,True
pets_rs_imgs/desaparecido/cao/765.png,cao,desaparecido,765,1,True
pets_rs_imgs/desaparecido/cao/769.png,cao,desaparecido,769,1,True
pets_rs_imgs/desaparecido/cao/770.png,cao,desaparecido,770,1,True
pets_rs_imgs/desaparecido/cao/772.png,cao,desaparecido,772,1,True
pets_rs_imgs/desaparecido/cao/774.png,cao,desaparecido,774,1,True
pets_rs_imgs/desaparecido/cao/775.png,cao,desaparecido,775,1,True
pets_rs_imgs/desaparecido/cao/776.png,cao,desaparecido,776,1,True
pets_rs_imgs/desaparecido/cao/777.png,cao,desaparecido,777,1,False
pets_rs_imgs/desaparecido/cao/777_2.png,cao,desaparecido,777,2,False
pets_rs_imgs/desaparecido/cao/777_3.png,cao,desaparecido,777,3,False
pets_rs_imgs/desaparecido/cao/780.png,cao,desaparecido,780,1,True
pets_rs_imgs/desaparecido/cao/781.png,cao,desaparecido,781,1,True
pets_rs_imgs/desaparecido/cao/783.png,cao,desaparecido,783,1,True
pets_rs_imgs/desaparecido/cao/809.png,cao,desaparecido,809,1,True
pets_rs_imgs/desaparecido/cao/810.png,cao,desaparecido,810,1,True
pets_rs_imgs/desaparecido/cao/811.png,cao,desaparecido,811,1,False
pets_rs_imgs/desaparecido/cao/811_2.png,cao,desaparecido,811,2,False
pets_rs_imgs/desaparecido/cao/812.png,cao,desaparecido,812,1,True
pets_rs_imgs/desaparecido/cao/813.png,cao,desaparecido,813,1,True
pets_rs_imgs/desaparecido/cao/814.png,cao,desaparecido,814,1,True
pets_rs_imgs/desaparecido/cao/816.png,cao,desaparecido,816,1,True
pets_rs_imgs/desaparecido/cao/823.png,cao,desaparecido,823,1,True
pets_rs_imgs/desaparecido/cao/824.png,cao,desaparecido,824,1,True
pets_rs_imgs/desaparecido/cao/839.png,cao,desaparecido,839,1,True
pets_rs_imgs/desaparecido/cao/840.png,cao,desaparecido,840,1,True
pets_rs_imgs/desaparecido/cao/845.png,cao,desaparecido,845,1,True
pets_rs_imgs/desaparecido/cao/861.png,cao,desaparecido,861,1,True
pets_rs_imgs/desaparecido/cao/863.png,cao,desaparecido,863,1,True
pets_rs_imgs/desaparecido/cao/870.png,cao,desaparecido,870,1,True
pets_rs_imgs/desaparecido/cao/874.png,cao,desaparecido,874,1,True
pets_rs_imgs/desaparecido/cao/875.png,cao,desaparecido,875,1,True
pets_rs_imgs/desaparecido/cao/878.png,cao,desaparecido,878,1,False
pets_rs_imgs/desaparecido/cao/878_2.png,cao,desaparecido,878,2,False
pets_rs_imgs/desaparecido/cao/883.png,cao,desaparecido,883,1,True
pets_rs_imgs/desaparecido/cao/885.png,cao,desaparecido,885,1,True
pets_rs_imgs/desaparecido/cao/887.png,cao,desaparecido,887,1,True
pets_rs_imgs/desaparecido/cao/888.png,cao,desaparecido,888,1,True
pets_rs_imgs/desaparecido/cao/890.png,cao,desaparecido,890,1,True
pets_rs_imgs/desaparecido/cao/893.png,cao,desaparecido,893,1,False
pets_rs_imgs/desaparecido/cao/893_2.png,cao,desaparecido,893,2,False
pets_rs_imgs/desaparecido/cao/893_3.png,cao,desaparecido,893,3,False
pets_rs_imgs/desaparecido/cao/898.png,cao,desaparecido,898,1,True
pets_rs_imgs/desaparecido/cao/900.png,cao,desaparecido,900,1,True
pets_rs_imgs/desaparecido/cao/903.png,cao,desaparecido,903,1,True
pets_rs_imgs/desaparecido/cao/906.png,cao,desaparecido,906,1,True
pets_rs_imgs/desaparecido/cao/907.png,cao,desaparecido,907,1,True
pets_rs_imgs/desaparecido/cao/909.png,cao,desaparecido,909,1,True
pets_rs_imgs/desaparecido/cao/910.png,cao,desaparecido,910,1,True
pets_rs_imgs/desaparecido/cao/911.png,cao,desaparecido,911,1,False
pets_rs_imgs/desaparecido/cao/911_2.png,cao,desaparecido,911,2,False
pets_rs_imgs/desaparecido/cao/913.png,cao,desaparecido,913,1,False
pets_rs_imgs/desaparecido/cao/913_2.png,cao,desaparecido,913,2,False
pets_rs_imgs/desaparecido/cao/914.png,cao,desaparecido,914,1,True
pets_rs_imgs/desaparecido/cao/917.png,cao,desaparecido,917,1,True
pets_rs_imgs/desaparecido/cao/918.png,cao,desaparecido,918,1,True
pets_rs_imgs/desaparecido/cao/922.png,cao,desaparecido,922,1,False
pets_rs_imgs/desaparecido/cao/922_2.png,cao,desaparecido,922,2,False
pets_rs_imgs/desaparecido/cao/922_3.png,cao,desaparecido,922,3,False
pets_rs_imgs/desaparecido/cao/922_4.png,cao,desaparecido,922,4,False
pets_rs_imgs/desaparecido/cao/923.png,cao,desaparecido,923,1,True
pets_rs_imgs/desaparecido/cao/925.png,cao,desaparecido,925,1,False
pets_rs_imgs/desaparecido/cao/925_2.png,cao,desaparecido,925,2,False
pets_rs_imgs/desaparecido/cao/925_3.png,cao,desaparecido,925,3,False
pets_rs_imgs/desaparecido/cao/926.png,cao,desaparecido,926,1,True
pets_rs_imgs/desaparecido/cao/928.png,cao,desaparecido,928,1,True
pets_rs_imgs/desaparecido/cao/929.png,cao,desaparecido,929,1,True
pets_rs_imgs/desaparecido/cao/930.png,cao,desaparecido,930,1,True
pets_rs_imgs/desaparecido/cao/931.png,cao,desaparecido,931,1,False
pets_rs_imgs/desaparecido/cao/931_2.png,cao,desaparecido,931,2,False
pets_rs_imgs/desaparecido/cao/938.png,cao,desaparecido,938,1,True
pets_rs_imgs/desaparecido/cao/939.png,cao,desaparecido,939,1,True
pets_rs_imgs/desaparecido/cao/940.png,cao,desaparecido,940,1,False
pets_rs_imgs/desaparecido/cao/940_2.png,cao,desaparecido,940,2,False
pets_rs_imgs/desaparecido/cao/941.png,cao,desaparecido,941,1,True
pets_rs_imgs/desaparecido/cao/943.png,cao,desaparecido,943,1,True
pets_rs_imgs/desaparecido/cao/950.png,cao,desaparecido,950,1,False
pets_rs_imgs/desaparecido/cao/950_2.png,cao,desaparecido,950,2,False
pets_rs_imgs/desaparecido/cao/951.png,cao,desaparecido,951,1,True
pets_rs_imgs/desaparecido/cao/952.png,cao,desaparecido,952,1,True
pets_rs_imgs/desaparecido/cao/954.png,cao,desaparecido,954,1,True
pets_rs_imgs/desaparecido/cao/957.png,cao,desaparecido,957,1,False
pets_rs_imgs/desaparecido/cao/957_2.png,cao,desaparecido,957,2,False
pets_rs_imgs/desaparecido/cao/957_3.png,cao,desaparecido,957,3,False
pets_rs_imgs/desaparecido/cao/963.png,cao,desaparecido,963,1,True
pets_rs_imgs/desaparecido/cao/969.png,cao,desaparecido,969,1,True
pets_rs_imgs/desaparecido/cao/974.png,cao,desaparecido,974,1,True
pets_rs_imgs/desaparecido/cao/983.png,cao,desaparecido,983,1,False
pets_rs_imgs/desaparecido/cao/983_2.png,cao,desaparecido,983,2,False
pets_rs_imgs/desaparecido/cao/995.png,cao,desaparecido,995,1,True
pets_rs_imgs/desaparecido/cao/997.png,cao,desaparecido,997,1,False
pets_rs_imgs/desaparecido/cao/997_2.png,cao,desaparecido,997,2,False
pets_rs_imgs/desaparecido/cao/997_3.png,cao,desaparecido,997,3,False
pets_rs_imgs/desaparecido/cao/998.png,cao,desaparecido,998,1,True
pets_rs_imgs/desaparecido/cao/1008.png,cao,desaparecido,1008,1,True
pets_rs_imgs/desaparecido/cao/1012.png,cao,desaparecido,1012,1,True
pets_rs_imgs/desaparecido/cao/1017.png,cao,desaparecido,1017,1,False
pets_rs_imgs/desaparecido/cao/1017_2.png,cao,desaparecido,1017,2,False
pets_rs_imgs/desaparecido/cao/1018.png,cao,desaparecido,1018,1,True
pets_rs_imgs/desaparecido/cao/1022.png,cao,desaparecido,1022,1,True
pets_rs_imgs/desaparecido/cao/1027.png,cao,desaparecido,1027,1,True
pets_rs_imgs/desaparecido/cao/1028.png,cao,desaparecido,1028,1,True
pets_rs_imgs/desaparecido/cao/1030.png,cao,desaparecido,1030,1,True
pets_rs_imgs/desaparecido/cao/1037.png,cao,desaparecido,1037,1,True
pets_rs_imgs/desaparecido/cao/1054.png,cao,desaparecido,1054,1,True
pets_rs_imgs/desaparecido/cao/1057.png,cao,desaparecido,1057,1,True
pets_rs_imgs/desaparecido/cao/1069.png,cao,desaparecido,1069,1,True
pets_rs_imgs/desaparecido/cao/1080.png,cao,desaparecido,1080,1,True
pets_rs_imgs/desaparecido/cao/1082.png,cao,desaparecido,1082,1,True
pets_rs_imgs/desaparecido/cao/1086.png,cao,desaparecido,1086,1,False
pets_rs_imgs/desaparecido/cao/1086_2.png,cao,desaparecido,1086,2,False
pets_rs_imgs/desaparecido/cao/1086_3.png,cao,desaparecido,1086,3,False
pets_rs_imgs/desaparecido/cao/1086_4.png,cao,desaparecido,1086,4,False
pets_rs_imgs/desaparecido/cao/1087.png,cao,desaparecido,1087,1,True
pets_rs_imgs/desaparecido/cao/1088.png,cao,desaparecido,1088,1,True
pets_rs_imgs/desaparecido/cao/1090.png,cao,desaparecido,1090,1,True
pets_rs_imgs/desaparecido/cao/1096.png,cao,desaparecido,1096,1,False
pets_rs_imgs/desaparecido/cao/1096_2.png,cao,desaparecido,1096,2,False
pets_rs_imgs/desaparecido/cao/1096_3.png,cao,desaparecido,1096,3,False
pets_rs_imgs/desaparecido/cao/1102.png,cao,desaparecido,1102,1,True
pets_rs_imgs/desaparecido/cao/1103.png,cao,desaparecido,1103,1,False
pets_rs_imgs/desaparecido/cao/1103_2.png,cao,desaparecido,1103,2,False
pets_rs_imgs/desaparecido/cao/1104.png,cao,desaparecido,1104,1,True
pets_rs_imgs/desaparecido/cao/1106.png,cao,desaparecido,1106,1,True
pets_rs_imgs/desaparecido/cao/1131.png,cao,desaparecido,1131,1,True
pets_rs_imgs/desaparecido/cao/1136.png,cao,desaparecido,1136,1,False
pets_rs_imgs/desaparecido/cao/1136_2.png,cao,desaparecido,1136,2,False
pets_rs_imgs/desaparecido/cao/1137.png,cao,desaparecido,1137,1,True
pets_rs_imgs/desaparecido/cao/1138.png,cao,desaparecido,1138,1,True
pets_rs_imgs/desaparecido/cao/1143.png,cao,desaparecido,1143,1,False
pets_rs_imgs/desaparecido/cao/1143_2.png,cao,desaparecido,1143,2,False
pets_rs_imgs/desaparecido/cao/1144.png,cao,desaparecido,1144,1,True
pets_rs_imgs/desaparecido/cao/1145.png,cao,desaparecido,1145,1,True
pets_rs_imgs/desaparecido/cao/1183.png,cao,desaparecido,1183,1,False
pets_rs_imgs/desaparecido/cao/1183_2.png,cao,desaparecido,1183,2,False
pets_rs_imgs/desaparecido/cao/1221.png,cao,desaparecido,1221,1,True
pets_rs_imgs/desaparecido/cao/1272.png,cao,desaparecido,1272,1,True
pets_rs_imgs/desaparecido/cao/1287.png,cao,desaparecido,1287,1,True
pets_rs_imgs/desaparecido/cao/1292.png,cao,desaparecido,1292,1,True
pets_rs_imgs/desaparecido/cao/1306.png,cao,desaparecido,1306,1,True
pets_rs_imgs/desaparecido/cao/1316.png,cao,desaparecido,1316,1,True
pets_rs_imgs/desaparecido/cao/1320.png,cao,desaparecido,1320,1,True
pets_rs_imgs/desaparecido/cao/1322.png,cao,desaparecido,1322,1,True
pets_rs_imgs/desaparecido/cao/1323.png,cao,desaparecido,1323,1,True
pets_rs_imgs/desaparecido/cao/1324.png,cao,desaparecido,1324,1,True
pets_rs_imgs/desaparecido/cao/1328.png,cao,desaparecido,1328,1,True
pets_rs_imgs/desaparecido/cao/1334.png,cao,desaparecido,1334,1,True
pets_rs_imgs/desaparecido/cao/1346.png,cao,desaparecido,1346,1,True
pets_rs_imgs/desaparecido/cao/1348.png,cao,desaparecido,1348,1,True
pets_rs_imgs/desaparecido/cao/1351.png,cao,desaparecido,1351,1,True
pets_rs_imgs/desaparecido/cao/1357.png,cao,desaparecido,1357,1,False
pets_rs_imgs/desaparecido/cao/1357_2.png,cao,desaparecido,1357,2,False
pets_rs_imgs/desaparecido/cao/1357_3.png,cao,desaparecido,1357,3,False
pets_rs_imgs/desaparecido/cao/1370.png,cao,desaparecido,1370,1,True
pets_rs_imgs/desaparecido/cao/1378.png,cao,desaparecido,1378,1,True
pets_rs_imgs/desaparecido/cao/1380.png,cao,desaparecido,1380,1,True
pets_rs_imgs/desaparecido/cao/1382.png,cao,desaparecido,1382,1,True
pets_rs_imgs/desaparecido/cao/1388.png,cao,desaparecido,1388,1,False
pets_rs_imgs/desaparecido/cao/1388_2.png,cao,desaparecido,1388,2,False
pets_rs_imgs/desaparecido/cao/1390.png,cao,desaparecido,1390,1,False
pets_rs_imgs/desaparecido/cao/1390_2.png,cao,desaparecido,1390,2,False
pets_rs_imgs/desaparecido/cao/1390_3.png,cao,desaparecido,1390,3,False
pets_rs_imgs/desaparecido/cao/1396.png,cao,desaparecido,1396,1,False
pets_rs_imgs/desaparecido/cao/1396_2.png,cao,desaparecido,1396,2,False
pets_rs_imgs/desaparecido/cao/1398.png,cao,desaparecido,1398,1,False
pets_rs_imgs/desaparecido/cao/1398_2.png,cao,desaparecido,1398,2,False
pets_rs_imgs/desaparecido/cao/1399.png,cao,desaparecido,1399,1,False
pets_rs_imgs/desaparecido/cao/1399_2.png,cao,desaparecido,1399,2,False
pets_rs_imgs/desaparecido/cao/1399_3.png,cao,desaparecido,1399,3,False
pets_rs_imgs/desaparecido/cao/1399_4.png,cao,desaparecido,1399,4,False
pets_rs_imgs/desaparecido/cao/1400.png,cao,desaparecido,1400,1,False
pets_rs_imgs/desaparecido/cao/1400_2.png,cao,desaparecido,1400,2,False
pets_rs_imgs/desaparecido/cao/1400_3.png,cao,desaparecido,1400,3,False
pets_rs_imgs/desaparecido/cao/1400_4.png,cao,desaparecido,1400,4,False
pets_rs_imgs/desaparecido/cao/1401.png,cao,desaparecido,1401,1,False
pets_rs_imgs/desaparecido/cao/1401_2.png,cao,desaparecido,1401,2,False
pets_rs_imgs/desaparecido/cao/1403.png,cao,desaparecido,1403,1,True
pets_rs_imgs/desaparecido/cao/1425.png,cao,desaparecido,1425,1,True
pets_rs_imgs/desaparecido/cao/1426.png,cao,desaparecido,1426,1,True
pets_rs_imgs/desaparecido/cao/1428.png,cao,desaparecido,1428,1,False
pets_rs_imgs/desaparecido/cao/1428_2.png,cao,desaparecido,1428,2,False
pets_rs_imgs/desaparecido/cao/1429.png,cao,desaparecido,1429,1,True
pets_rs_imgs/desaparecido/cao/1431.png,cao,desaparecido,1431,1,False
pets_rs_imgs/desaparecido/cao/1431_2.png,cao,desaparecido,1431,2,False
pets_rs_imgs/desaparecido/cao/1431_3.png,cao,desaparecido,1431,3,False
pets_rs_imgs/desaparecido/cao/1432.png,cao,desaparecido,1432,1,True
pets_rs_imgs/desaparecido/cao/1445.png,cao,desaparecido,1445,1,True
